Product,Total_Revenue,Total_Quantity,Total_Invoices,Avg_UnitPrice
METAL SIGN NEIGHBOURHOOD WITCH ,1931.8500000000001,911,147,2.5650675675675676
METAL SIGN TAKE IT OR LEAVE IT ,11095.94,3774,412,3.3484375
"METAL SIGN,CUPCAKE SINGLE HOOK",1060.8,1201,145,1.5088461538461537
METAL TUBE CHIME ON BAMBOO,529.21,490,15,1.8033333333333335
METALIC LEAVES BAG CHARMS,205.06,83,36,2.4691666666666667
MIDNIGHT BLUE COPPER FLOWER NECKLAC,67.83,11,7,6.170000000000001
MIDNIGHT BLUE CRYSTAL DROP EARRINGS,17.509999999999998,6,6,2.918333333333333
MIDNIGHT BLUE DROP CRYSTAL NECKLACE,53.760000000000005,11,5,7.212000000000001
MIDNIGHT BLUE GLASS/SILVER BRACELET,167.3,18,15,9.322
MIDNIGHT BLUE PAIR HEART HAIR SLIDE,119.84,32,24,3.7441666666666666
MIDNIGHT BLUE VINTAGE EARRINGS,195.32,52,32,3.759375
MIDNIGHT GLAMOUR SCARF KNITTING KIT,501.44,324,85,1.9223529411764706
MILK BOTTLE WITH GLASS STOPPER ,223.46,30,17,7.830000000000001
MILK MAIDS MUG ,393.59,219,33,2.2335294117647058
MILK PAN BLUE POLKADOT,669.54,197,79,3.7055
MILK PAN PINK POLKADOT,319.35,64,37,5.68972972972973
MILK PAN RED RETROSPOT,1483.13,403,145,4.484551724137931
MINI  ZINC GARDEN DECORATIONS ,330.54999999999995,829,33,0.8269696969696969
MINI CAKE STAND  HANGING STRAWBERY,2083.19,1375,220,2.086160714285714
MINI CAKE STAND T-LIGHT HOLDER,931.02,1872,142,0.6406293706293706
MINI CAKE STAND WITH HANGING CAKES,1976.09,1354,183,1.7795212765957447
MINI FUNKY DESIGN TAPES,993.99,1295,91,0.8597849462365591
MINI HIGHLIGHTER PENS,100.79999999999998,840,4,0.12
MINI JIGSAW BAKE A CAKE ,530.8,1453,55,0.502
MINI JIGSAW BUNNIES,435.67,1142,75,0.5626666666666666
MINI JIGSAW CIRCUS PARADE ,960.86,2519,91,0.5225
MINI JIGSAW DINOSAUR ,338.23,809,101,0.6317647058823529
MINI JIGSAW DOLLY GIRL,1129.32,2918,136,0.56
MINI JIGSAW GO TO THE FAIR,164.42000000000002,402,40,0.55875
MINI JIGSAW LEAP FROG,201.95,503,35,0.5651428571428571
MINI JIGSAW PURDEY,799.9799999999999,2103,86,0.5354651162790698
MINI JIGSAW SPACEBOY,1714.9199999999998,4518,175,0.5311363636363636
MINI LADLE LOVE HEART PINK,297.4,528,166,0.6704216867469879
MINI LADLE LOVE HEART RED ,401.18,865,153,0.6414285714285715
MINI LIGHTS WOODLAND MUSHROOMS,6719.14,1798,215,4.428761467889909
MINI PAINT SET VINTAGE ,16937.82,26633,380,0.7850263157894737
MINI PAINTED GARDEN DECORATION ,740.15,2451,79,0.5020253164556961
MINI PLAYING CARDS BUFFALO BILL ,1155.67,2882,119,0.4734645669291338
MINI PLAYING CARDS DOLLY GIRL ,1163.45,2627,120,0.4665625
MINI PLAYING CARDS FUN FAIR ,451.46000000000004,1062,65,0.4865151515151515
MINI PLAYING CARDS GYMKHANA,1118.8,2521,120,0.4972
MINI PLAYING CARDS SPACEBOY ,1129.1200000000001,2723,146,0.46264900662251657
MINI WOODEN HAPPY BIRTHDAY GARLAND,3131.24,1811,224,2.377920353982301
MINIATURE ANTIQUE ROSE HOOK IVORY,1775.5099999999998,2091,243,0.9144
MINITURE ANTIQUE ROSE HOOK IVORY,40.8,48,4,0.85
MINT DINER CLOCK,17.0,2,1,8.5
MINT DINER WALL CLOCK,3159.41,371,162,8.835555555555555
MINT GREEN ROSE TOWEL,754.07,196,86,3.64
MINT KITCHEN SCALES,7521.89,852,357,9.536190476190477
MIRROR CORNICE,1515.68,94,62,16.29064516129032
MIRROR LOVE BIRD T-LIGHT HOLDER,255.0,144,12,4.041538461538462
MIRROR MOSAIC CANDLE PLATE,343.71,288,59,1.58
MIRROR MOSAIC GOBLET CANDLE HOLDER,847.82,574,33,3.9760606060606065
MIRROR MOSAIC HURRICANE LAMP ,898.38,349,47,5.131914893617021
MIRROR MOSAIC T-LIGHT HOLDER ,831.84,1622,31,2.0570967741935484
MIRROR MOSAIC T-LIGHT HOLDER ROUND,908.24,1248,26,2.12
MIRROR MOSAIC VOTIVE HOLDER,2053.17,1438,69,2.2659420289855072
MIRRORED DISCO BALL ,3435.05,649,134,5.797388059701492
MIRRORED DOVE WALL DECORATION,276.72,116,24,2.6748000000000003
MIRRORED WALL ART FOXY,100.66000000000001,16,9,5.775555555555556
MIRRORED WALL ART GENTS,199.48999999999998,171,43,2.19953488372093
MIRRORED WALL ART LADIES,143.28,163,33,1.2448484848484849
MIRRORED WALL ART PHOTO FRAMES,470.16999999999996,89,46,5.890851063829787
MIRRORED WALL ART POPPIES,319.71,287,38,1.6355263157894737
MIRRORED WALL ART SKULLS,463.79,304,46,2.366739130434783
MIRRORED WALL ART SNOWFLAKES,389.04,512,47,0.8572340425531915
MIRRORED WALL ART SPLODGES,161.49,101,16,2.515
MIRRORED WALL ART STARS,447.09000000000003,363,52,1.972962962962963
MIRRORED WALL ART TABLE LAMP,107.75,75,33,1.9772727272727273
MISELTOE HEART WREATH ,312.8,80,5,4.07
MISELTOE HEART WREATH CREAM,996.0000000000001,240,1,4.15
MISELTOE HEART WREATH WHITE,304.5,78,4,4.050000000000001
MISTLETOE HEART WREATH CREAM,2535.48,624,110,4.21018018018018
MISTLETOE HEART WREATH GREEN,3676.1800000000003,882,179,4.532011173184357
MIXED NUTS LIGHT GREEN BOWL,296.45,568,68,0.8294117647058823
MOBILE VINTAGE HEARTS ,1146.3500000000001,249,93,5.08505376344086
MOCK LOBSTER FRIDGE MAGNET,164.17,296,45,1.0622222222222222
MODERN FLORAL STATIONERY SET,2870.0,1672,366,1.9954200542005418
MODERN VINTAGE COTTON SHOPPING BAG,29.7,22,8,1.67
MONEY BOX BISCUITS DESIGN,299.72,228,57,1.5082456140350877
MONEY BOX CONFECTIONERY DESIGN,162.44,145,29,1.496551724137931
MONEY BOX FIRST ADE DESIGN,62.5,50,13,1.25
MONEY BOX FIRST AID DESIGN,36.78,44,11,1.3136363636363635
MONEY BOX HOUSEKEEPING DESIGN,247.42000000000002,237,58,1.4191379310344827
MONEY BOX KINGS CHOICE DESIGN,403.46,346,84,1.5136904761904764
MONEY BOX POCKET MONEY DESIGN,415.36,372,70,1.431857142857143
MONSTERS STENCIL CRAFT,1763.3700000000001,1413,211,1.366824644549763
MONTANA DIAMOND CLUSTER EARRINGS,24.119999999999997,9,4,2.8425
MONTANA DIAMOND CLUSTER NECKLACE,37.66,4,3,9.363333333333333
MOODY BOY  DOOR HANGER ,601.79,1126,124,1.0303225806451612
MOODY GIRL DOOR HANGER ,781.87,1469,170,0.9722285714285716
MOP PENDANT SHELL NECKLACE,49.64,10,4,4.985
MORE BUTTER METAL SIGN ,821.61,760,160,1.401625
MOROCCAN BEATEN METAL DISH,160.09,15,6,11.756666666666666
MOROCCAN BEATEN METAL DISH LARGE,165.74,12,8,14.3425
MOROCCAN BEATEN METAL MIRROR,268.1,19,13,16.092307692307692
MOROCCAN TEA GLASS,3357.34,4162,125,1.01512
MOTHER'S KITCHEN SPOON REST ,967.17,226,84,4.879411764705883
MOTORING TISSUE BOX,822.13,1830,160,0.6054938271604938
MOUSE TOY WITH PINK T-SHIRT,1482.43,389,165,3.863053892215569
MOUSEY LONG LEGS SOFT TOY,266.03,97,41,3.0048780487804874
MR ROBOT SOFT TOY,697.7,216,44,5.847727272727273
MRS ROBOT SOFT TOY,428.85,143,28,4.807142857142857
"MUG , DOTCOMGIFTSHOP.COM ",4.17,5,5,0.834
MULTI COLOUR SILVER T-LIGHT HOLDER,8744.43,10545,347,0.9520170454545455
MULTI HEARTS  STICKERS,204.69,237,42,0.927142857142857
MULTICOLOUR  CONFETTI IN TUBE,382.9599999999999,284,27,1.6192592592592592
MULTICOLOUR 3D BALLS GARLAND,677.1899999999999,253,68,2.811971830985915
MULTICOLOUR EASTER RABBIT ,39.0,20,4,1.95
MULTICOLOUR HONEYCOMB FAN,886.24,1224,89,1.396629213483146
MULTICOLOUR HONEYCOMB PAPER GARLAND,1531.1399999999999,1119,75,1.9658666666666667
MULTICOLOUR POLKADOT PLATE,30.43,29,3,2.776666666666667
MULTICOLOUR RABBIT EGG WARMER,292.07,319,70,0.973
MULTICOLOUR SPRING FLOWER MUG,1695.86,2544,135,2.6641176470588235
MUM'S KITCHEN CLOCK,621.09,122,49,5.939387755102041
MUMMY MOUSE RED GINGHAM RIBBON,5.45,1,1,5.45
MURANO STYLE GLASS BRACELET BLACK,66.7,18,11,3.7318181818181815
MURANO STYLE GLASS BRACELET GOLD,54.42,15,10,3.6689999999999996
MURANO STYLE GLASS BRACELET RED,54.290000000000006,14,5,3.908
MUSICAL ZINC HEART DECORATION ,1179.59,2763,176,0.6557777777777777
N0 SINGING METAL SIGN,2639.42,1225,49,2.673673469387755
NAMASTE SWAGAT INCENSE,632.34,2391,47,0.29411764705882354
NATURAL HANGING QUILTED HEARTS ,1171.23,1449,72,1.363918918918919
NATURAL SLATE CHALKBOARD LARGE ,9534.67,1727,476,6.674088050314466
NATURAL SLATE HEART CHALKBOARD ,27991.61,9119,1249,3.59003187250996
NATURAL SLATE RECTANGLE CHALKBOARD,5573.679999999999,3195,415,2.071558752997602
NECKLACE+BRACELET PINK BUTTERFLY,73.95,29,10,2.55
NECKLACE+BRACELET SET BLUE BLOSSOM,112.21,45,26,2.4815384615384612
NECKLACE+BRACELET SET BLUE HIBISCUS,76.38,27,16,2.8637499999999996
NECKLACE+BRACELET SET FRUIT SALAD ,35.699999999999996,14,13,2.55
NECKLACE+BRACELET SET PINK DAISY,2.55,1,1,2.55
NEW BAROQUE B'FLY NECKLACE CRYSTAL,42.13,5,4,8.4075
NEW BAROQUE B'FLY NECKLACE GREEN,33.81,4,3,8.436666666666667
NEW BAROQUE B'FLY NECKLACE MONTANA,16.810000000000002,2,2,8.405000000000001
NEW BAROQUE B'FLY NECKLACE PINK,16.82,2,2,8.41
NEW BAROQUE B'FLY NECKLACE RED,67.28,8,6,8.38
NEW BAROQUE BLACK BOXES,38.25,3,3,12.75
NEW BAROQUE BLACK PHOTO ALBUM,146.21,27,14,7.307857142857143
NEW BAROQUE JEWELLERY BOX ,446.89,53,25,9.4516
NEW BAROQUE LARGE NECKLACE BLK/WHIT,134.16,16,14,8.381428571428572
NEW BAROQUE SMALL NECKLACE BLACK,42.14,5,4,8.41
NEW ENGLAND MUG W GIFT BOX,5.1,2,2,2.55
NEWSPAPER STAND,316.95000000000005,27,5,19.874000000000002
NINJA RABBIT BLACK,239.24,187,58,1.5422413793103449
NINJA RABBIT PINK,187.79,167,42,1.1130232558139534
NO JUNK MAIL METAL SIGN,1313.79,1940,266,1.1986764705882353
NO SINGING METAL SIGN,10193.76,4788,496,2.53742
NOEL GARLAND PAINTED ZINC ,787.2099999999999,1398,128,0.766328125
NOEL WOODEN BLOCK LETTERS ,2159.7000000000003,352,133,6.868805970149254
NOVELTY BISCUITS CAKE STAND 3 TIER,3939.87,385,165,11.292349397590362
NUMBER TILE COTTAGE GARDEN 0 ,144.65,63,20,3.04
NUMBER TILE COTTAGE GARDEN 1,246.14,96,44,3.1904545454545454
NUMBER TILE COTTAGE GARDEN 2,240.29,93,39,3.2600000000000002
NUMBER TILE COTTAGE GARDEN 3 ,163.35,67,25,3.258
NUMBER TILE COTTAGE GARDEN 4,177.46,72,30,3.1853333333333333
NUMBER TILE COTTAGE GARDEN 5,145.5,60,26,3.0461538461538464
NUMBER TILE COTTAGE GARDEN 6,150.81,65,21,2.944545454545455
NUMBER TILE COTTAGE GARDEN 7,149.09,63,25,2.9124
NUMBER TILE COTTAGE GARDEN 8,138.81,61,20,2.943
NUMBER TILE COTTAGE GARDEN 9,138.10999999999999,63,19,2.638421052631579
NUMBER TILE COTTAGE GARDEN No,204.19,75,33,3.453333333333333
NUMBER TILE VINTAGE FONT 0,102.46,70,16,2.8674999999999997
NUMBER TILE VINTAGE FONT 1,196.69,97,32,3.299375
NUMBER TILE VINTAGE FONT 2,197.56,102,34,3.2152941176470584
NUMBER TILE VINTAGE FONT 3,213.7,108,42,3.0280952380952377
NUMBER TILE VINTAGE FONT 4,191.48,100,32,3.294375
NUMBER TILE VINTAGE FONT 5,194.04999999999998,99,36,3.086666666666667
NUMBER TILE VINTAGE FONT 6 ,172.78,96,28,3.097142857142857
NUMBER TILE VINTAGE FONT 7,146.43,87,25,2.8827999999999996
NUMBER TILE VINTAGE FONT 8,126.78,78,23,2.967391304347826
NUMBER TILE VINTAGE FONT 9 ,124.97999999999999,76,21,3.1642857142857146
NUMBER TILE VINTAGE FONT No ,263.8,169,33,3.626969696969697
NURSE'S BAG SOFT TOY,634.53,70,29,9.226896551724137
"NURSERY A,B,C PAINTED LETTERS",932.4,198,73,6.4089041095890416
Next Day Carriage,1200.0,79,79,15.189873417721518
OCEAN SCENT CANDLE IN JEWELLED BOX,1993.48,1028,82,4.176585365853659
OCEAN SCENT CANDLE JEWELLED DRAWER,8.47,1,1,8.47
OCEAN STRIPE HAMMOCK ,15.9,2,1,7.95
OFFICE MUG WARMER BLACK+SILVER ,3403.76,1132,142,4.082222222222223
OFFICE MUG WARMER CHOC+BLUE,1759.1200000000001,570,133,3.962148148148148
OFFICE MUG WARMER PINK,1564.8300000000002,565,65,3.51179104477612
OFFICE MUG WARMER POLKADOT,1950.4900000000002,645,131,3.6210526315789475
OLD DOC RUSSEL METAL SIGN,29.400000000000002,14,3,2.1
OLD ROSE COMBO BEAD NECKLACE,157.5,54,45,2.912
OOH LA LA DOGS COLLAR,15.79,1,1,15.79
OPEN CLOSED METAL SIGN,7923.93,1638,388,5.524447300771209
OPIUM SCENTED VOTIVE CANDLE,203.27999999999997,840,18,0.2633333333333333
OPULENT VELVET SET/3 CANDLES,8.42,2,1,4.21
ORANGE FELT VASE + FLOWERS,1.25,1,1,1.25
ORANGE FLOWER MUG ,9.06,10,2,0.8200000000000001
ORANGE PENDANT TRIPLE SHELL NECKLAC,24.75,5,2,4.95
ORANGE SCENTED SET/9 T-LIGHTS,511.04999999999995,600,87,1.035909090909091
ORANGE TV TRAY TABLE ,1165.9099999999999,504,43,3.9976744186046513
ORANGE VOTIVE CANDLE,257.03999999999996,1032,25,0.2708
ORANGE/FUSCHIA STONES NECKLACE,4.98,1,1,4.98
ORANGE/WHT/FUSCHIA STONES NECKLACE,39.660000000000004,8,2,4.965
ORGANISER WOOD ANTIQUE WHITE ,1205.3,143,76,8.488815789473684
ORIENTAL RED CUSHION COVER ,60.45,13,4,4.65
ORIGAMI JASMINE INCENSE/CANDLE SET,595.85,525,85,1.8828235294117646
ORIGAMI LAVENDER INCENSE/CANDL SET ,481.79999999999995,420,85,1.7676470588235293
ORIGAMI OPIUM INCENSE/CANDLE SET ,62.64,44,10,2.3169999999999997
ORIGAMI ROSE INCENSE IN TUBE,267.82,535,13,1.2453846153846153
ORIGAMI ROSE INCENSE/CANDLE SET ,547.24,461,97,1.8228865979381443
ORIGAMI SANDLEWOOD INCENSE+FLOWER,66.36000000000001,81,7,1.5728571428571427
ORIGAMI SANDLEWOOD INCENSE/CAND SET,530.6,448,94,1.7973404255319148
ORIGAMI VANILLA INCENSE CONES,71.19,155,8,0.9512499999999999
ORIGAMI VANILLA INCENSE/CANDLE SET ,375.93,323,65,1.9546969696969696
OVAL  MINI PORTRAIT FRAME,615.98,316,47,1.9883673469387753
OVEN MITT APPLES DESIGN,2013.1,1350,211,1.8147641509433963
OVERNIGHT BAG VINTAGE ROSE PAISLEY,2704.35,405,178,7.358076923076922
OWL DOORSTOP,4051.79,695,251,6.7411111111111115
OYSTER TRINKET BOX,120.41,53,19,3.8560000000000003
PACK 20 DOLLY PEGS,174.5,242,4,0.7525
PACK 20 ENGLISH ROSE PAPER NAPKINS,508.36999999999995,554,80,1.1018518518518519
PACK 3 BOXES BIRD PANETTONE ,451.84,204,31,3.4170967741935483
PACK 3 BOXES BIRD PANNETONE ,4188.94,2168,187,2.5172727272727276
PACK 3 BOXES CHRISTMAS PANETTONE,248.48,76,24,3.3125
PACK 3 BOXES CHRISTMAS PANNETONE,3359.8199999999997,1649,161,2.749156626506024
PACK 3 FIRE ENGINE/CAR PATCHES,118.4,85,19,1.7621052631578946
PACK 3 IRON ON DOG PATCHES,355.84,294,65,1.2592307692307692
PACK 4 FLOWER/BUTTERFLY PATCHES,1.25,1,1,1.25
PACK 6 HEART/ICE-CREAM PATCHES,560.62,467,98,1.3740816326530612
PACK OF 12 50'S CHRISTMAS TISSUES,1840.08,3997,176,0.46322404371584697
PACK OF 12 BLUE PAISLEY TISSUES ,777.67,2301,155,0.44819354838709674
PACK OF 12 CHRISTMAS FUN CARDS,283.79,106,37,2.632162162162162
PACK OF 12 CIRCUS PARADE TISSUES ,660.15,2073,102,0.4941176470588235
PACK OF 12 COLOURED PENCILS,3183.6299999999997,3947,219,0.9124886877828055
PACK OF 12 DOILEY TISSUES,28.08,72,2,0.39
PACK OF 12 DOLLY GIRL TISSUES,592.4499999999999,1351,133,0.5607462686567164
PACK OF 12 HEARTS DESIGN TISSUES ,2729.5099999999998,8775,427,0.4177389277389277
PACK OF 12 LONDON TISSUES ,7975.98,26119,512,0.44826003824091776
PACK OF 12 PAISLEY PARK TISSUES ,839.8399999999999,1840,136,0.5168115942028985
PACK OF 12 PINK PAISLEY TISSUES ,1112.6,3458,212,0.4711214953271028
PACK OF 12 PINK POLKADOT TISSUES,1197.73,4067,189,0.4273298429319371
PACK OF 12 RED APPLE TISSUES,465.36,1220,76,0.5376623376623376
PACK OF 12 RED RETROSPOT TISSUES ,2121.18,6685,297,0.40671140939597317
PACK OF 12 SKULL TISSUES,1582.1499999999999,5271,232,0.44693617021276594
PACK OF 12 SPACEBOY TISSUES,1024.2199999999998,3032,219,0.45162162162162156
PACK OF 12 STICKY BUNNIES,751.28,991,167,1.0253254437869823
PACK OF 12 SUKI TISSUES ,2215.6099999999997,7173,359,0.4738251366120218
PACK OF 12 TRADITIONAL CRAYONS,4072.13,9719,443,0.5406053811659193
PACK OF 12 VINTAGE CHRISTMAS TISSUE,1384.9099999999999,3039,155,0.5079245283018868
PACK OF 12 VINTAGE DOILY TISSUES,955.42,2272,119,0.48677685950413224
PACK OF 12 VINTAGE LEAF TISSUES ,562.88,1496,80,0.4760493827160494
PACK OF 12 WOODLAND TISSUES ,1651.3,5468,271,0.48146520146520144
PACK OF 20 NAPKINS PANTRY DESIGN,5670.0,6573,670,0.9899710982658959
PACK OF 20 NAPKINS RED APPLES,3569.58,4380,375,0.9678851174934725
PACK OF 20 SKULL PAPER NAPKINS,2233.1,2409,335,1.1530088495575221
PACK OF 20 SPACEBOY NAPKINS,1222.61,1538,145,1.0078231292517008
PACK OF 6 BIRDY GIFT TAGS,7547.89,6221,395,1.4756511056511057
PACK OF 6 COCKTAIL PARASOL STRAWS,1000.4399999999999,2501,111,0.5528448275862069
PACK OF 6 HANDBAG GIFT BOXES,1570.3999999999999,573,111,3.28875
PACK OF 6 LARGE FRUIT STRAWS ,1401.7,2282,151,0.7791390728476821
PACK OF 6 PANETTONE GIFT BOXES,548.63,233,18,3.1944444444444446
PACK OF 6 PANNETONE GIFT BOXES,5398.33,2097,178,3.0986592178770946
PACK OF 6 SANDCASTLE FLAGS ASSORTED,2172.2,2523,224,1.091578947368421
PACK OF 6 SKULL PAPER CUPS,1346.65,2113,171,0.7704545454545454
PACK OF 6 SKULL PAPER PLATES,1862.75,2321,193,1.0186153846153847
PACK OF 6 SMALL FRUIT STRAWS,682.39,1685,100,0.46819047619047616
PACK OF 6 SWEETIE GIFT BOXES,2649.35,1061,102,3.129326923076923
PACK OF 60 DINOSAUR CAKE CASES,6102.51,12312,601,0.6264715447154472
PACK OF 60 MUSHROOM CAKE CASES,2869.9,5199,393,0.8403266331658291
PACK OF 60 PINK PAISLEY CAKE CASES,12226.32,24820,869,0.7446931818181819
PACK OF 60 SPACEBOY CAKE CASES,4563.24,8420,520,0.7674003795066414
PACK OF 72 RETROSPOT CAKE CASES,21246.45,36396,1320,0.7612056213017753
PACK OF 72 SKULL CAKE CASES,8414.59,15169,663,0.797123695976155
PACK OF SIX LED TEA LIGHTS,5008.26,1752,203,3.2622815533980583
PACK/12 BLUE FOLKART CARDS,64.9,22,18,2.95
PACK/12 XMAS FUN CARD,100.30000000000001,34,11,2.95
PACKING CHARGE,105.0,14,14,7.5
PADS TO MATCH ALL CUSHIONS,0.003,3,3,0.001
PAINT YOUR OWN CANVAS SET,3986.64,2461,220,1.9142342342342342
PAINT YOUR OWN EGGS IN CRATE,299.36,164,5,2.022
PAINTED HEART WREATH WITH BELL,15.0,12,1,1.25
PAINTED LIGHTBULB RAINBOW DESIGN,98.11999999999999,152,51,0.7815686274509804
PAINTED LIGHTBULB STAR+ MOON,103.22999999999999,180,53,0.7132075471698113
PAINTED METAL HEART WITH HOLLY BELL,854.3499999999999,1372,97,0.9436538461538462
PAINTED METAL PEARS ASSORTED,7793.139999999999,4687,370,1.8063031914893617
PAINTED METAL STAR WITH HOLLY BELLS,1102.4199999999998,1916,117,0.7734166666666666
PAINTED PINK RABBIT ,485.15999999999997,572,136,0.8598561151079136
PAINTED SEA SHELL METAL WINDCHIME,85.31,93,8,1.53
PAINTED YELLOW WOODEN DAISY,516.79,612,117,0.8565833333333333
PAIR BUTTERFLY HAIR CLIPS,120.34,32,17,3.7676470588235293
PAIR OF ENAMEL BUTTERFLY HAIRCLIP,96.86,29,18,3.337222222222222
PAIR OF PINK FLOWER CLUSTER SLIDE,132.7,53,37,2.4975675675675673
PAIR PADDED HANGERS PINK CHECK,376.27000000000004,112,43,3.3988372093023256
PAISLEY PARK CARD,165.07999999999998,376,41,0.5885365853658536
PAISLEY PATTERN  STICKERS,111.86,125,32,1.0071875
PALE PINK/AMETHYST STONE NECKLACE,29.849999999999998,3,2,9.95
PANDA AND BUNNIES STICKER SHEET,355.83,408,81,0.9703703703703703
PANTRY 3 HOOK ROLLING PIN HANGER,876.9,219,66,4.536969696969697
PANTRY APPLE CORER,704.13,471,105,1.8700925925925926
PANTRY CHOPPING BOARD,5868.5,1154,57,6.361754385964912
PANTRY HOOK BALLOON WHISK ,477.89,213,47,2.777872340425532
PANTRY HOOK SPATULA,349.2,160,33,2.5148484848484847
PANTRY HOOK TEA STRAINER ,351.37,164,32,2.33625
PANTRY KITCHEN THERMOMETER ,154.52,112,31,1.562258064516129
PANTRY MAGNETIC  SHOPPING LIST,5062.599999999999,3342,475,1.7995876288659793
PANTRY PASTRY BRUSH,1543.77,1154,212,1.6372169811320754
PANTRY ROLLING PIN,9564.98,2464,238,4.3442436974789915
PANTRY SCRUBBING BRUSH,3910.0099999999998,2363,291,1.9236734693877549
PANTRY WASHING UP BRUSH,6391.82,4090,381,1.8184334203655352
PAPER BUNTING COLOURED LACE,5661.05,1893,238,3.5898333333333334
PAPER BUNTING PAISLEY PARK,679.07,249,31,3.186129032258065
PAPER BUNTING RETROSPOT,22785.06,7562,798,3.7798004987531173
PAPER BUNTING VINTAGE PAISLEY,4457.43,1423,272,3.5026277372262773
PAPER BUNTING VINTAGE PARTY,1215.53,427,47,3.2351063829787234
PAPER BUNTING WHITE LACE,11872.58,4082,326,3.396042296072508
PAPER CHAIN KIT 50'S CHRISTMAS ,64875.590000000004,19329,1160,3.362331081081081
PAPER CHAIN KIT EMPIRE,15099.37,5181,436,3.2728442437923255
PAPER CHAIN KIT LONDON,1358.0900000000001,463,94,3.2443157894736845
PAPER CHAIN KIT RETROSPOT,14051.640000000001,4616,610,3.7658756137479545
PAPER CHAIN KIT SKULLS ,1566.99,548,97,3.175714285714286
PAPER CHAIN KIT VINTAGE CHRISTMAS,32843.840000000004,10594,820,3.3676774969915764
PAPER LANTERN 5 POINT SEQUIN STAR,287.5,50,21,5.75
PAPER LANTERN 5 POINT STAR MOON ,456.48,108,20,4.564
PAPER LANTERN 5 POINT STAR MOON 30,41.5,10,5,4.15
PAPER LANTERN 5 POINT STUDDED STAR,46.0,8,4,5.75
PAPER LANTERN 6 POINT SNOW STAR,107.9,26,6,4.15
PAPER LANTERN 7 POINT SNOW STAR,711.51,103,28,7.361428571428571
PAPER LANTERN 9 POINT DELUXE STAR,2111.4900000000002,349,36,6.809444444444445
PAPER LANTERN 9 POINT HOLLY STAR 23,74.7,18,5,4.15
PAPER LANTERN 9 POINT HOLLY STAR 40,37.5,6,3,6.25
PAPER LANTERN 9 POINT HOLLY STAR L,506.01,75,20,7.492
PAPER LANTERN 9 POINT HOLLY STAR S,348.59000000000003,83,20,4.347142857142858
PAPER LANTERN 9 POINT SNOW STAR,1139.5800000000002,258,52,4.750769230769231
PAPER LANTERN 9 POINT SNOW STAR ,1325.03,241,37,6.332564102564103
PAPER POCKET TRAVELING FAN ,840.0200000000001,6591,138,0.3739855072463768
PAPERWEIGHT CHILDHOOD MEMORIES,440.34,266,36,2.7905555555555552
PAPERWEIGHT HOME SWEET HOME,245.57999999999998,158,29,2.8731034482758617
PAPERWEIGHT KINGS CHOICE ,230.67999999999998,168,23,2.640869565217391
PAPERWEIGHT SAVE THE PLANET,641.55,338,45,2.582888888888889
PAPERWEIGHT VINTAGE COLLAGE,736.88,510,71,2.9073239436619716
PAPERWEIGHT VINTAGE PAISLEY,220.04,152,33,3.3184848484848484
PARISIENNE CURIO CABINET,4507.08,546,241,9.16721991701245
PARISIENNE JEWELLERY DRAWER ,6102.18,813,258,8.39046511627907
PARISIENNE KEY CABINET ,4147.18,700,255,6.66234375
PARISIENNE SEWING BOX,3839.2400000000002,312,138,13.468920863309354
PARLOUR CERAMIC WALL HOOK,1869.0000000000002,450,75,4.255066666666667
PARTY BUNTING,99445.23,18283,1685,5.797928193054738
PARTY CHARMS 50 PIECES,1726.09,2251,133,1.0386029411764706
PARTY CONE CHRISTMAS DECORATION ,2664.6299999999997,2277,110,1.7685840707964602
PARTY CONES CANDY ASSORTED,2127.53,1762,76,1.395921052631579
PARTY CONES CANDY DECORATION,621.96,454,67,2.337910447761194
PARTY CONES CANDY TREE DECORATION,604.4599999999999,734,33,1.289090909090909
PARTY CONES CARNIVAL ASSORTED,504.88,404,22,2.227826086956522
PARTY FOOD SHOPPER BAG,469.63,400,73,1.3158108108108109
PARTY INVITES BALLOON GIRL,359.28999999999996,405,71,0.946619718309859
PARTY INVITES DINOSAURS,528.2299999999999,611,94,0.9231914893617021
PARTY INVITES FOOTBALL,451.7,488,83,1.0548192771084337
PARTY INVITES JAZZ HEARTS,458.31,528,102,0.9322549019607843
PARTY INVITES SPACEMAN,457.38,538,74,0.8575675675675676
PARTY INVITES WOODLAND,965.66,1154,122,0.9721774193548387
PARTY METAL SIGN ,5338.63,3485,467,2.0224472573839662
PARTY PIZZA DISH BLUE POLKADOT,399.05,1117,71,0.5980821917808219
PARTY PIZZA DISH GREEN POLKADOT,381.09,1034,59,0.5978333333333333
PARTY PIZZA DISH PINK POLKADOT,459.81,1225,76,0.6346052631578947
PARTY PIZZA DISH RED RETROSPOT,873.3299999999999,1974,94,0.6028723404255318
PARTY TIME DESIGN FLANNEL,75.35,86,25,1.0136
PARTY TIME PENCIL ERASERS,321.67,1396,134,0.3123880597014925
PASTEL BLUE PHOTO ALBUM ,14.5,29,2,0.5
PASTEL COLOUR HONEYCOMB FAN,697.77,940,83,1.2677380952380952
PASTEL PINK PHOTO ALBUM ,3.5,7,2,0.5
PEACE SMALL WOOD LETTERS,222.96,30,24,7.3183333333333325
PEACE WOODEN BLOCK LETTERS,1734.8700000000001,345,106,6.319629629629629
PEACH KNITTED HEN ,316.46,315,60,1.0498333333333332
